state_abbreviation,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,Bernie Sanders,Donald Trump,Hillary Clinton,John Kasich,Ted Cruz,HilaryPercent
TX,356221,340223,4.7,340223,6.8,25.3,13,50.7,91.2,4.4,0.8,2,0.1,1.4,62.4,30.9,80.1,7.7,40.2,79.8,20,28867,19.7,145670,58.6,27.5,110300,123915,2.72,23671,47057,18.4,7868,133037,0.6,22777,29355,2.4,0.8,1.9,0,35,25.3,0,2978505,4314450,13529,661990,2452,838.48,405.8,0,0,0,0,0,0
AR,43694,42090,3.8,42090,6.6,24.6,15,50.8,96.9,0.9,0.5,0.3,0,1.4,2.7,94.5,81.6,1.1,2.5,82.8,14.7,3801,20.4,18439,63.3,15.1,99100,16603,2.53,19652,38413,17.1,767,15717,6.3,2718,3205,0,0,0,0,0,25.4,1434062,0,373077,9257,37645,193,577.7,72.9,0,0,0,0,0,0
IN,67671,69003,-1.9,68917,6.2,22.5,17.9,51.5,91,5,0.4,0.8,0.1,2.7,2.7,88.7,81.8,2,5,83.4,17.4,5746,19.6,31144,66.8,17.1,94100,28185,2.34,21114,38350,21.8,1527,25456,1,3583,4610,2.2,0,0.9,0,0,17.4,2483052,325246,1004328,14748,107213,85,401.74,171.5,0,0,0,0,0,0
KY,6265,6813,-8,6813,6.4,21,19.4,50.6,72.4,24.3,0.4,0.8,0,2.1,1.5,71.3,85.1,0.7,3,76.5,13.1,494,17.7,3363,60.4,17.7,60400,2744,2.3,18602,33582,22.2,129,1592,7.5,295,367,0,0,0,0,0,21.5,0,0,52203,7608,0,1,205.5,33.2,0,0,0,0,0,0
GA,73240,69367,5.6,69367,7.2,27.4,11.2,50.7,81.8,11.7,0.5,3.8,0.1,2.2,9.6,73.4,87.2,7.3,12.2,82.1,17.1,4968,33.4,26833,78.2,6.5,127000,23413,2.97,21379,53274,13.7,1072,13953,0.9,5317,6370,0,0,0,0,0,30.2,768413,466296,660898,9839,125078,444,160.31,432.7,0,0,0,0,0,0
IL,22254,22677,-1.9,22678,4.3,19.3,24.6,49.8,97.7,0.6,0.2,0.5,0,0.9,3.1,94.8,90.2,3.1,4.2,91.9,23.7,2271,21.5,13596,78.3,9,138000,9616,2.33,29675,50817,9.5,719,6736,-4.5,1991,2655,0,0,0,0,0,23,419517,120531,310735,14017,81271,28,601.09,37.7,0,0,0,0,0,0
VA,13711,13821,-0.8,13821,7.5,23.3,20.4,54,51.4,45.1,0.4,1,0,2,4.8,47.6,81.1,3.2,5.2,77.7,16.7,1045,17.8,7162,53.7,26.3,86800,5995,2.22,19900,28116,27.2,576,9141,-0.2,727,1357,21.4,0,1.8,0,0,25.3,201385,0,316916,21799,28727,1,10.96,1261.5,0,0,0,0,0,0
FL,19650,19927,-1.4,19927,5,20.3,18.9,46.6,89.4,6.8,0.9,0.7,0.1,2.1,2.7,87,87.6,2.6,3.8,75.5,12,1872,29.7,8559,79.3,4.2,83400,6808,2.65,16845,35511,23.8,267,1804,-5.2,1091,937,0,0,0,0,0,20.3,0,0,73133,3825,8328,31,478.78,41.6,0,0,0,0,0,0
GA,35093,32815,6.9,32808,5.3,26.8,13.5,51.1,89,5.4,0.3,3.9,0,1.3,4.6,84.9,91.7,5,7.4,91.3,43.1,2131,23.7,13147,78.9,6.6,238200,11485,2.88,33801,75004,9.3,1000,9398,6.4,3547,4300,0,0,1.2,0,1.4,21.4,0,72919,326375,10357,38870,299,184.29,178,0,0,0,0,0,0
OH,45841,45949,-0.2,45949,6.1,24.3,17,50.4,97.7,0.5,0.2,0.5,0,1,1.5,96.4,88.5,1,2.5,91.4,17.1,3550,20.3,19640,74.6,12.7,129400,18241,2.49,25323,52239,8.8,964,18696,3.3,2700,3629,0,0,0.9,0,0,27.4,2550625,0,493766,10616,42917,74,401.39,114.5,0,0,0,0,0,0
VA,43021,41993,2.4,41993,5.6,21.5,20.2,51.2,94.8,2.4,0.4,0.8,0,1.6,6.8,88.8,84,4.1,7.5,84.6,19.8,3629,29.9,21067,70.5,14,205300,17397,2.4,25134,49625,11.7,870,11204,-2,2851,3757,0,0,0,0,2.8,0,1058065,347179,494209,12176,50053,87,508.78,82.5,0,0,0,0,0,0
MI,195012,200169,-2.6,200169,5.8,22,17.3,51.5,76.6,19.4,0.5,1.3,0.1,2.1,8.1,70,86.1,2.3,5.1,87,19.1,15153,21.6,86783,72.7,16.6,97800,77412,2.5,22349,42331,19.2,4358,78238,2.7,11242,14745,11,0,0,0,2.4,31,4604837,1070811,2534269,12546,337257,214,800.11,250.2,0,0,0,0,0,0
WA,74588,72456,2.9,72453,6.8,24.2,17.5,50.1,93.8,0.8,1.8,1.2,0.2,2.1,27.4,68.6,90.1,11.8,24.2,83.2,23.9,5741,18.1,36243,65.2,18.4,254500,27220,2.63,25893,51354,13.2,2432,26065,4.6,4453,6833,0,0,1.1,0,0,25.8,0,788345,1022020,14460,171201,304,2920.53,24.8,0,0,0,0,0,0
AL,43931,43631,0.7,43643,6.4,24.2,15.2,50.8,87.1,10.6,0.5,0.4,0.2,1.2,7.7,80.3,88.8,5.2,7.4,76,12.9,3308,31.8,19221,74.5,4.1,102600,16232,2.67,20701,41250,19.5,703,7396,8.8,2719,0,0,0,0,0,0,0,0,155139,359910,8496,34073,78,692.85,63,0,0,0,0,0,0
MO,31104,32202,-3.4,32202,4.2,17.6,27.4,51.1,96.8,0.5,0.7,0.4,0,1.5,2,95.2,85.9,1.1,1.8,84.9,15.2,3752,28.2,20542,78.6,11.7,145000,13320,2.37,21733,40850,17.1,679,3617,-0.8,2681,3488,0,0,0,0,0,27,0,14165,222907,7087,47618,132,464.03,69.4,0,0,0,0,0,0
IL,16519,16903,-2.3,16833,5.1,18.8,17,44,88.1,10.1,0.3,0.4,0,1,3.7,85,80.9,2.6,7.8,76.1,8.4,1239,19.1,6944,78.1,8.2,65900,4872,2.26,14147,40145,13.3,278,3416,4.5,809,1242,0,0,0,0,0,0,0,82733,81715,4923,0,42,372.18,45.2,0,0,0,0,0,0
LA,53162,54650,-2.7,54650,6.8,24.6,14.5,50.6,61.7,32.6,1.9,1.8,0.1,1.9,6.4,56.5,86.1,4,10.3,73.2,10.8,3574,23.5,23201,69.7,11,88800,20092,2.65,21313,41571,21,1315,23119,0.5,3824,4409,17.5,0,0,0,0,18.7,2011102,0,508177,9933,60317,58,555.38,98.4,0,0,0,0,0,0
SD,5309,5255,1,5255,7,25.4,17.3,51.1,87,0.4,9.2,0.3,0,3.1,2.4,85.5,89.4,0,6.6,87.2,22.3,477,16.4,2485,70.1,16.3,92500,2094,2.32,21928,45284,13.2,225,1799,0.5,475,559,0,0,0,0,0,29.9,0,46815,78462,15191,9870,29,817.24,6.4,0,0,0,0,0,0
SD,2745,2710,1.3,2710,6.5,26.3,19.7,48.5,96,0.5,2,0.6,0,0.9,4.4,91.8,91.9,3.3,6.3,88.8,16.7,224,18,1332,80.6,3.7,68800,1102,2.36,23504,46667,6.5,90,613,-32.3,239,273,0,0,0,0,0,0,0,19196,38083,13292,0,3,708.43,3.8,0,0,0,0,0,0
AL,16834,17583,-4.3,17581,4.9,22.5,17,51.2,66,24.6,7.9,0.1,0.1,1.3,1.4,65.1,91.3,0.9,1.9,80.5,9.5,1025,31.8,8377,86.5,2,83900,6620,2.59,20395,42156,18.4,217,5756,-4.7,1031,1288,0,0,0,0,0,25.6,1153449,32856,76343,4458,0,2,1080.21,16.3,0,0,0,0,0,0
MI,113847,111408,2.2,111408,6,24.9,15.1,50.1,95.2,1.4,0.8,0.8,0,1.8,7.1,88.8,87.6,3.2,5.7,90,20.2,7700,24.4,49763,81.9,9.3,140200,41794,2.64,24140,52061,13.5,2228,34216,3.7,7703,10312,0,0,0.3,0,1.4,25.6,4240717,506692,881344,7805,118800,348,825.23,135,0,0,0,0,0,0
NC,59662,57866,3.1,57866,7,25.3,15,50.8,75.2,20.1,1.4,1.1,0.2,2,19.5,58.3,85.5,11.3,18.3,80.2,20.2,4728,23.4,24240,69.1,13.5,131300,21204,2.72,21449,44819,18.9,1273,23080,-1.8,3368,3987,9.8,0,1.6,0,0,27.3,3521605,672199,764540,13219,67309,71,254.96,227,0,0,0,0,0,0
NY,132053,134905,-2.1,134905,5.3,20.9,18.1,50.5,93.9,2.7,0.7,0.7,0,2,7,88,86,2,7.5,87.4,20.7,11745,18,66659,69.1,23.9,83500,54863,2.33,22168,42429,19.1,2906,41950,0,6994,9844,1.8,0,0,0,0,0,4461927,2621330,1364052,10178,181164,212,1060.23,127.2,0,0,0,0,0,0
NC,62860,60594,3.7,60619,5.6,23,15.2,50.4,69.8,26.8,0.9,0.6,0.1,1.8,8,63.5,90.1,4.6,7.9,81.2,17.1,4275,30.2,26906,76.5,3.4,123300,23313,2.55,21399,41696,16.1,926,9309,2,3812,4798,10.6,0,0,0,2.6,26.6,1034097,178023,371837,6500,21392,242,491.68,123.3,0,0,0,0,0,0
WA,59844,58781,1.8,58781,5.8,21.7,16.5,49.1,92.2,2.1,1.4,1.7,0.3,2.4,21.2,72.5,83.4,11.2,19.7,88,26,5299,14.5,23898,61.7,23.7,195200,21677,2.49,23809,46597,17.8,1345,18854,-2.4,3088,4437,0,0,0,0,5.5,0,2155540,257492,534054,9286,75763,207,1270.13,46.3,0,0,0,0,0,0
VA,10696,10959,-2.4,10959,4.1,15.6,29,50.8,79.6,17.7,0.4,0.4,0,1.8,2.2,77.9,90.7,2.7,2.1,89,27.4,1259,27.7,7230,82,3.5,247100,4400,2.39,30531,53309,9.4,323,2138,-1.7,971,1664,0,0,0,0,0,20.4,0,31494,94451,8879,8743,39,130.31,84.1,0,0,0,0,0,0
WI,956406,947736,0.9,947735,7.2,24.4,12.1,51.7,65.3,27.2,0.9,3.9,0,2.6,14.2,53,81.6,8.7,16.1,85.9,28.1,53064,22,417082,51.3,47.3,158400,379637,2.45,24295,43193,21.6,19389,443721,-1.2,47132,58182,13.2,1,3.2,0,3.2,33,19065361,10955307,10207295,10720,1570614,795,241.4,3926,0,0,0,0,0,0
IN,25384,26171,-3,26171,5.9,23.6,18.6,50.8,97.4,0.7,0.4,0.3,0,1.2,3.2,94.5,86.8,0.9,2.7,85.2,12.4,1971,22.5,11651,73.4,8.1,76200,10429,2.46,21592,40904,17.4,491,6033,2.3,1431,2182,0,0,0,0,0,27.7,577384,113276,273327,10588,0,6,452.38,57.9,0,0,0,0,0,0
LA,245829,233737,5.2,233740,5.7,24.5,14.9,51.4,84.3,12,0.6,1.4,0.1,1.7,5.4,79.5,86.5,3.6,6,88.4,30.1,19810,31.8,98796,78,11.2,194500,87518,2.68,30363,60799,10.6,6153,72584,0.6,22693,23681,5.9,0,1.8,0,3.2,26.2,436331,2363173,3481120,15382,370687,1315,845.55,276.4,0,0,0,0,0,0
TN,938803,927640,1.2,927644,7.2,25.5,11.6,52.4,42.3,53.3,0.4,2.6,0.1,1.4,6,37.2,82.8,6.2,8.9,86,29,58540,22.4,403365,59.2,27.5,132700,343517,2.66,25549,46250,20.8,19417,427802,1.4,77761,76350,30.9,0.3,3.4,0.1,1.7,30.8,17969681,29636012,11932863,12971,1787964,1516,763.17,1215.5,0,0,0,0,0,0
KY,8589,8589,0,8589,6.5,25.6,12.3,49.5,95.8,1.8,0.2,0.5,0.1,1.7,5.1,91.3,82.8,4.8,5.4,75.2,8.8,721,27.3,3832,68.3,12,98400,2995,2.81,19020,43793,20.7,87,787,-15,379,0,0,0,0,0,0,0,0,0,37304,4619,0,13,101.23,84.8,0,0,0,0,0,0
MI,23169,23528,-1.5,23528,5.7,23.5,19.1,49.4,96.5,0.8,0.6,0.3,0,1.7,1.6,95.2,86.9,0.7,4.5,86.9,12.6,2282,25,13569,78.2,5.6,90500,8987,2.55,18099,37788,21.7,431,6078,-2.1,1347,1841,0,0,0,0,0,29.5,967956,57690,151621,6562,19225,23,566.39,41.5,0,0,0,0,0,0
CA,98893,98748,0.1,98764,4.2,17.8,23.4,50.8,93.6,0.6,1.2,1.4,0.2,3,9.2,85.6,86.2,6,7.7,94.3,32.3,10085,24.6,53080,72.6,10.1,357300,40991,2.38,32346,57353,12,2966,26259,3.1,11651,14492,0,0,0,0,0,28.7,664601,0,1077159,11111,199443,290,957.77,103.1,0,0,0,0,0,0
FL,15190,15535,-2.2,15535,5.3,19.2,12.4,35.4,74.7,22.9,0.4,0.4,0,1.5,5.3,70.3,83.9,2.6,4.9,73.9,10,1931,22.9,4458,66.5,6.7,89200,3807,2.79,13590,42660,19.6,135,1822,3.2,518,722,0,0,0,0,0,37.1,0,0,42047,2855,10512,22,243.56,63.8,0,0,0,0,0,0
KY,15165,15007,1.1,15007,5.3,20.1,15,48.1,84.3,13.1,0.2,0.7,0.1,1.6,1.8,82.7,78.3,0.7,2.4,82.5,11.4,1253,19.8,6208,73.7,8.6,74900,5586,2.44,19464,39125,25.7,272,4666,2.3,700,925,2.8,0,0,0,0,21.9,250359,93971,144171,9585,9845,21,342.85,43.8,0,0,0,0,0,0
LA,15406,15625,-1.4,15625,4.2,16.5,12.6,34.1,52.9,45.9,0.1,0.3,0,0.8,1.6,51.7,91.3,1.1,2.4,72.8,18.8,1358,28.3,5254,73.7,9.3,196300,4007,2.84,21720,61616,16.6,191,2666,-0.2,759,985,0,0,0,0,0,23.1,0,0,65994,4362,11835,38,403.21,38.8,0,0,0,0,0,0
TX,7302,7383,-1.1,7383,6,23.1,20.7,50.5,90,6.7,1,0.8,0,1.5,49.8,42.5,84,3.8,27.5,78.6,11.2,601,22.4,3718,77.6,4,66300,2818,2.5,23174,44548,16.2,150,1744,5.3,498,802,0,0,0,0,0,0,0,17991,61964,8465,0,22,770.44,9.6,0,0,0,0,0,0
MT,1169,1160,0.8,1160,5.4,16.7,25.2,50,98,0.1,0.9,0.1,0,0.9,1.2,96.9,94.6,0.2,2.4,92.8,16.4,75,13,808,80.4,3.6,82400,495,2.46,24921,39659,13.7,34,152,0,103,0,0,0,0,0,0,0,0,0,11929,9667,0,1,3340.75,0.3,0,0,0,0,0,0
AR,115719,107118,8,107118,6,23.8,17.1,51,90.3,6.6,0.6,1.1,0.1,1.4,4.2,86.6,88.4,2.2,4.3,89.2,23.4,10509,25.6,46701,77.7,8,138600,41287,2.62,25962,55348,8.6,1837,19290,1.5,7532,9517,1.7,0,1.5,0,0,23.9,366948,265183,1157723,12137,81237,326,723.6,148,0,0,0,0,0,0
IL,111241,113922,-2.4,113924,5.4,22.1,17.6,49.8,95.2,2.3,0.3,0.9,0,1.2,8.9,86.9,88.6,3.3,6.4,88.4,15.9,9116,22.9,49869,75.8,13.5,125200,44257,2.5,25709,52640,12.2,2715,37250,-5.1,5827,8452,0,0,3.3,0,0,27.1,2244000,1208180,1739926,15466,158601,147,1135.12,100.4,0,0,0,0,0,0
OK,4914,4810,2.2,4810,6.8,26.1,19.4,51,88.9,0.5,5.9,0.9,0,3.8,6.1,84.1,87.3,1.6,3.6,87.5,19.5,348,24.1,2439,76.3,2.3,77400,1830,2.57,24860,46488,14.2,148,890,1.8,505,815,0,0,0,0,0,0,0,20423,43383,9932,1162,0,999.48,4.8,0,0,0,0,0,0
SD,13932,13864,0.5,13864,5.7,18.1,11.2,50.7,90.9,1.6,3,2.1,0.1,2.2,2.8,88.8,65,2.8,4.9,94.6,41.6,943,16.3,5795,55.8,32.5,133800,5145,2.25,20595,38173,24.5,301,3383,-8,796,811,0,0,0,0,0,0,0,0,140095,10410,19325,48,412.19,33.6,0,0,0,0,0,0
LA,53315,52160,2.2,52160,6.6,24.9,13.3,50.6,66.7,30.5,0.5,0.9,0,1.3,2.5,64.8,90.4,1.6,19.1,77.1,13.3,3009,27.9,22526,80.3,4.7,97300,18756,2.76,22164,42186,18.2,954,12683,1.9,4263,3997,17,0,1.7,0,1.1,28.1,324338,326091,407646,7897,45107,178,737.65,70.7,0,0,0,0,0,0
MS,25428,25276,0.6,25276,6.4,22.9,17,50.8,84.2,14.2,0.3,0.2,0,1.2,1.3,83.2,83.8,0.2,1.4,72.7,11.4,1133,23.6,11074,72.8,11.2,73200,9611,2.53,16589,32503,24.2,482,6084,-8.7,1510,1862,5.9,0,0,0,0,32.1,975223,17781,162043,6359,17540,14,414.98,60.9,0,0,0,0,0,0
LA,7487,7759,-3.5,7759,7.5,24.9,13.3,45.8,30.3,67.5,0.3,0.6,0,1.3,2.3,28.9,85.2,0.4,2.8,65.8,9.2,251,18.7,2899,56.2,8.9,48500,2488,2.62,12055,25321,48,126,1122,12.9,438,284,0,0,0,0,0,0,0,0,34009,4117,2074,0,420.7,18.4,0,0,0,0,0,0
VA,4563,4727,-3.5,4731,3.8,16,25,49.3,93.5,5,0.2,0.4,0,1,1.8,92,85.7,3.8,2.1,90,20.2,396,31.8,3296,76.2,8.3,152600,2101,2.17,28704,51365,16.4,128,1454,-18.8,332,399,0,0,0,0,0,0,0,1524,20958,4498,0,4,529.16,8.9,0,0,0,0,0,0
TX,19936,20198,-1.3,20202,4.8,17.8,14.4,37.1,83.2,13.4,1.3,0.7,0,1.4,27.1,59,77.9,3.7,19.3,72.4,8.9,1808,23.4,7402,80.2,3.6,61500,5641,2.33,14827,41297,18.5,279,2571,0.5,1195,1607,0,0,0,0,0,17.6,0,378967,163334,8527,4601,1,928.55,21.8,0,0,0,0,0,0
AR,61697,61948,-0.4,61948,6,25.1,15.3,50.7,91.5,1.6,2.5,1.6,0.1,2.8,6.7,85.6,85.1,4.1,6.6,82.2,14.3,5321,22,26458,74.3,10.4,102800,23368,2.62,19477,39479,20.2,1061,20016,-0.8,3573,4489,0,1.7,1.1,0,1.8,21.5,847991,0,452539,7666,53249,43,593.09,104.4,0,0,0,0,0,0
IA,16515,16667,-0.9,16667,5.7,22.8,19.6,50.9,97.3,0.7,0.3,0.7,0,1,3.2,94.3,87.8,2.2,3.7,93.1,18.4,1360,15.2,8112,74.2,19.2,105400,7148,2.28,29060,49035,8.9,608,7313,-4.3,1305,2262,0,0,0,0,0,24.3,0,425115,298664,17960,23407,14,567.24,29.4,0,0,0,0,0,0
WV,14463,14519,-0.4,14523,5.8,20.4,20,49.7,97.7,0.6,0.3,0.3,0,1,0.7,97.2,88.5,0.4,1,77.8,11.2,1317,30.5,7372,76.9,4.9,80400,5780,2.42,18635,31848,22,257,3053,3.7,594,862,0,0,0,0,0,21.8,0,57417,219637,15088,16765,0,510.81,28.4,0,0,0,0,0,0
MO,19202,18971,1.2,18971,6,24,16.6,49.9,97.2,0.6,0.5,0.6,0.1,1,2.1,95.5,88.5,1.8,3.5,82.8,14.6,1546,21.5,8598,77.8,9.8,123100,7511,2.49,23435,47876,12,476,9653,1,1220,1584,0,0,0,0,0,19.3,711618,97342,263521,14060,20242,34,474.35,40,0,0,0,0,0,0
CO,324122,299630,8.2,299630,5.4,20.5,13.9,50.2,93.2,1.1,1,2.2,0.1,2.4,11.1,83.5,78.8,5.4,9,94.4,43.8,22809,22.6,138534,65.6,21.8,247100,121423,2.45,30740,58626,14.1,9723,112150,2,28499,34660,0.4,0.5,1.8,0,3.6,29.7,3226757,1265188,3922871,13672,604358,2498,2596,115.4,0,0,0,0,0,0
IA,17451,17767,-1.8,17767,6,24.1,19.2,50.9,88.3,0.6,8,0.4,0.1,2.6,8.4,82.7,91.2,2.8,10.5,89.9,16.1,1496,21.6,7753,74.7,8.5,101300,6794,2.53,25311,51670,11.5,341,3564,-0.1,1130,0,0,0,0,0,0,0,0,154880,112481,6366,0,17,721.01,24.6,0,0,0,0,0,0
IN,32729,31654,3.4,31648,8.2,29.2,14.5,50.2,96.9,1,0.4,0.7,0.1,0.9,4.6,92.7,90.6,2.2,14.7,77.5,12.4,1942,21,12481,75.8,7.8,105500,11160,2.81,21416,47165,12.9,865,10143,-0.8,2132,2346,0,0,0,0,0,17.6,643418,153709,381537,12667,25851,4,429.49,73.7,0,0,0,0,0,0
AL,20365,19746,3.1,19746,5.2,20.5,17.8,50.6,58.1,40.2,0.2,0.3,0.4,0.9,4.1,54.7,91.9,0.3,2.6,79.7,11,1610,29.3,9441,72,10.7,81900,7926,2.42,17153,28741,27.2,266,2707,-1.2,1073,1268,0,0,0,0,0,10,107619,36581,113222,5805,6302,3,881.41,22.4,0,0,0,0,0,0
NE,2891,2970,-2.7,2970,6.6,24.1,21.9,49.3,98.3,0.8,0.2,0.2,0,0.3,3.7,95.1,87,0.7,3.4,91,22.3,154,17.3,1442,75.1,4.6,88500,1262,2.3,27931,58625,5.8,127,782,-3,273,295,0,0,0,0,0,14.2,0,128283,44652,15558,778,0,883.34,3.4,0,0,0,0,0,0
IA,10559,10866,-2.8,10866,5.2,21.4,20.4,51.4,96,1.4,0.3,1,0,1.3,3.9,92.5,88,3.2,6,91.9,18.6,835,16.3,5183,76.1,15.3,91900,4591,2.23,24547,45603,11.4,329,6152,8.3,794,1102,0,0,0,0,0,14.3,1094325,169959,114958,10672,6386,6,400.49,27.1,0,0,0,0,0,0
PA,64441,65250,-1.2,65249,4.6,19.7,19.7,50.5,96.1,1.9,0.3,0.5,0.1,1.1,4.1,92.6,91.2,2.9,4.8,87.4,15.1,6219,30.5,34398,78.9,8.2,146700,25903,2.48,24861,48900,11.6,1134,13291,-3.3,3280,5149,2,0,0,0,0,28.1,514283,35793,483916,7661,104719,70,381.46,171.1,0,0,0,0,0,0
UT,118343,112656,5,112656,9.3,31.1,8.6,50.1,93.2,0.8,1,2.6,0.5,1.9,10.5,84.2,78.3,6.9,13.8,92.5,36.9,4258,16.6,39368,64.5,23.2,189100,35375,3.12,20074,49506,16.6,3041,38782,0.7,7934,10332,0,0,1,0,2.6,22.2,0,361610,1095090,10079,95153,749,1164.81,96.7,0,0,0,0,0,0
TX,24972,23158,7.8,23158,4.6,18.6,26.6,50.5,92.8,2,1.2,2.1,0.1,1.9,26.7,67.9,80.2,5.8,16.6,86,21.7,2853,22.3,15677,73.3,11.3,130900,9834,2.36,26953,42476,19.6,507,4091,5.8,2471,2745,0,0,0,0,0,0,0,13511,241543,9929,48803,169,252.07,91.9,0,0,0,0,0,0
MT,10399,10075,3.2,10078,4.2,18.3,22.3,49.8,96.7,0.5,1.2,0.3,0.1,1.2,2.3,94.8,85.5,1.9,3.9,92.8,27.6,1179,27.1,6463,76.7,3.8,205900,4322,2.32,27599,47831,11.1,412,2190,1,1050,1641,0,0,0,0,0,24.6,0,20962,60650,6219,18542,9,2048.79,4.9,0,0,0,0,0,0
WV,30112,30675,-1.8,30676,4.9,19.8,20.2,51.6,95.5,2.6,0.1,0.3,0,1.5,1.2,94.5,87,1.1,1.9,87.9,15.7,2842,23.7,14431,75.5,12.5,84700,12890,2.34,23261,38522,16.9,580,9706,3.1,1313,1790,0,0,0,0,0,27.3,0,117967,238492,7934,33983,16,82.61,371.3,0,0,0,0,0,0
GA,14673,14899,-1.5,14899,5.3,21.6,18,50.7,79.5,17.7,0.3,0.7,0,1.8,3.9,76.1,89.7,1.6,3,79,18,1117,27.9,6487,77,4.8,120800,5201,2.8,20493,45729,16.4,168,1046,4.9,980,1296,0,0,0,0,0,21.3,0,8455,69636,4988,1816,27,439.01,33.9,0,0,0,0,0,0
MO,8639,8957,-3.6,8957,6.8,24.7,21,50.2,97.3,0.5,0.5,0.4,0.1,1.1,2.2,95.5,86.4,1.2,2.5,82.7,9.6,820,21.2,4386,74.3,7.9,71300,3515,2.46,19468,37739,16.3,209,1970,2.3,647,1121,0,0,0,0,0,0,0,55455,143542,16382,11022,3,722.5,12.4,0,0,0,0,0,0
WV,8662,8722,-0.7,8719,4.9,17.4,22.4,48.4,97.2,1.1,0.3,0.2,0,1.3,1.5,95.8,91.3,0.3,0.7,82.1,16.4,920,26.7,8834,81.8,22.3,104500,3694,2.26,20373,33779,19.1,209,2936,0.4,575,871,0,0,0,0,0,0,0,0,60206,7012,60373,3,940.28,9.3,0,0,0,0,0,0
NV,47536,46997,1.1,46997,4.1,18.2,24.5,49.8,92,0.9,2.3,1.7,0.2,2.9,12.2,81.3,86,6.3,9,92.7,25.7,5677,24.6,23776,71.8,12.5,271400,19455,2.4,34123,60100,10.2,1596,15974,3.9,4996,6722,0,0,2.6,0,3.2,27.4,751816,0,670386,14645,680439,156,709.72,66.2,0,0,0,0,0,0
OH,43918,43430,1.1,43435,5.2,21.3,13.9,45.5,90.4,6.6,0.3,1,0,1.6,1.7,89,85.2,1.7,3.2,85.7,17.6,3432,23.4,15936,71.4,13.9,144100,14611,2.59,24014,54956,11,675,11429,7.9,2698,3019,0,0,0,0,0,21.9,994608,0,958649,22988,38403,44,465.88,93.2,0,0,0,0,0,0
MT,1121,1017,10.2,1017,4.6,21.3,24.6,48.9,97.7,0.1,0.4,0.4,0.1,1.2,2.5,95.4,91.1,0.4,0.3,84,19.6,82,16.9,536,70.9,6.8,102700,409,2.22,27492,41875,13.3,39,184,-20.7,91,0,0,0,0,0,0,0,0,0,4305,4767,1057,5,889.27,1.1,0,0,0,0,0,0
TX,87809,78337,12.1,78337,6.1,27.7,11.8,51,88.4,6.1,0.8,2.8,0.1,1.8,17,72.6,89.3,9.5,15.7,91.2,36.5,5062,30.8,30626,83.6,7.6,187800,26820,2.99,34617,86119,5.9,1885,20809,0.6,8134,8194,3.8,0,0,0,5.9,29.8,301261,0,946288,12797,105900,965,127.04,616.7,0,0,0,0,0,0
TX,32863,31861,3.1,31861,5.9,21.3,11.4,40,88.6,8.6,0.8,0.7,0.1,1.2,57.8,32.7,77.3,4.8,36.5,70.8,8.2,2453,25.2,10656,65.4,13.7,73000,8539,2.86,16848,43690,22.2,474,5505,3.4,1524,1972,2.1,0,0,0,0,0,0,0,247136,7619,25513,11,880.24,36.2,0,0,0,0,0,0
AR,24828,26121,-5,26120,6.2,23,18.3,52.6,57,40.3,0.4,0.5,0.1,1.8,2.2,55.4,89.4,1,1.6,84.7,15.5,2039,22.7,13067,66.3,8.9,70000,10733,2.36,18975,32015,23.1,530,7423,-2.4,1292,2153,13.6,0,0,0,0,0,0,0,185662,7135,14614,3,732.78,35.6,0,0,0,0,0,0
NE,3076,3225,-4.6,3225,4.5,19.2,25.7,50,98.1,0.2,0.5,0.1,0,1.1,1.9,96.5,85.8,0.9,1.9,91.2,17.5,367,16.7,1726,82.2,1.9,56200,1398,2.21,26095,43011,12.9,74,439,-4.8,249,240,0,0,0,0,0,0,0,51176,17262,5522,972,2,575.82,5.6,0,0,0,0,0,0
TX,34720,36273,-4.3,36273,8,27.7,13,48.1,90.5,5.9,1.7,0.6,0.1,1.2,58.2,35.2,78.4,9.5,37.5,70.2,13.2,1884,14.8,13502,63.9,11.1,70800,11624,2.84,18004,41191,22.3,716,9615,-13.4,1978,2497,0,0,0,0,26.5,14.3,0,0,325074,9120,40263,8,1004.68,36.1,0,0,0,0,0,0
MI,106179,107771,-1.5,107771,5.2,21,18.3,50.7,94.9,1.7,0.6,0.7,0,2.1,5,90.4,86.7,1.4,3.4,89,18.2,8948,20.9,48016,78.1,14.7,93800,44127,2.4,23799,45376,14.7,2245,30719,-2,5549,7382,0,1.5,0.6,0,1.9,30,1107212,0,1301043,12117,134694,62,442.3,243.7,0,0,0,0,0,0
